id,title,artists,pp_artist,k7_cluster_label
7t7VTdIZS01AfR2w2SHb17,Good To You,['Jonny P'],Jonny P,1
5N7s7nhywtONPI5FJhabAP,Sunday Morning,['The Main Squeeze'],The Main Squeeze,3
1OppEieGNdItZbE14gLBEv,You Can't Hurry Love,['The Supremes'],The Supremes,6
5xJ2iRDQ7jKJl2DLsYJPYD,"Good, Better, Best",['Swamp Dogg'],Swamp Dogg,1
6KNV6L3b7beomEUnzWgw0X,Ride or Die,"['Durand Jones & The Indications', 'Aaron Frazer']",Durand Jones & The Indications / Aaron Frazer,1
113bLFbp3F9MVN0w2KJ1ma,How Long Do I Have to Wait for You?,['Sharon Jones & The Dap-Kings'],Sharon Jones & The Dap-Kings,6
7tqhbajSfrz2F7E1Z75ASX,Ain't No Mountain High Enough,"['Marvin Gaye', 'Tammi Terrell']",Marvin Gaye / Tammi Terrell,1
2PdrcHhYBZdzP4yhkgpuhw,Hard Up,['The Bamboos'],The Bamboos,6
6lTZctflz7IxPbWKXGJVVS,Black Heart,"['Stealth', 'The Dap-Kings']",Stealth / The Dap-Kings,6
5c33j1xFVOL4G24zxYhssB,This Old Heart Of Mine (Is Weak For You),['The Isley Brothers'],The Isley Brothers,6
01H6EVBkDRIIICVpciXOHC,Black Boy,['Joel Culpepper'],Joel Culpepper,4
5wJcMwXuy1x6EatowWOxha,Dancing In The Street - Stereo,['Martha Reeves & The Vandellas'],Martha Reeves & The Vandellas,6
62r1CS9zL1FL5Ilb7hLX7n,Take Me to the River,['Al Green'],Al Green,6
2G2YzndIA6jeWFPBXhUjh5,Be My Baby,['The Ronettes'],The Ronettes,6
4k6WZXbHUFEZR02X9FhOuT,Sure Don't Miss You,['The Dip'],The Dip,6
1GY8zOFi8rC39xXnD0tKO8,Rescue Me,['Fontella Bass'],Fontella Bass,1
0UERoCKd24PKovd4BwRzBQ,It Takes Two,"['Marvin Gaye', 'Kim Weston']",Marvin Gaye / Kim Weston,4
3VgrSJEKBRT3xmwzpaxxEF,(Love Is Like A) Heat Wave,['Martha Reeves & The Vandellas'],Martha Reeves & The Vandellas,4
6Tn9J7LOj5CuytqzORpkrz,Blessed with the Best,['Lee Fields & The Expressions'],Lee Fields & The Expressions,4
3NfxSdJnVdon1axzloJgba,I Say a Little Prayer,['Aretha Franklin'],Aretha Franklin,1
1XPj5quoeV5Gd0paSUDpvm,You Send Me - Mono,['Sam Cooke'],Sam Cooke,1
1l1YTy9nJ0trwhsCGcimly,It's A Shame,['The Spinners'],The Spinners,4
0PpamSdfQzIAvj5OB9Bz54,Reach Out I'll Be There - Single Version / Mono,['Four Tops'],Four Tops,6
1rbykFoRXzj8yEG1Wyu6FC,Love Again,['RuthAnne'],RuthAnne,1
4pNiE4LCVV74vfIBaUHm1b,Sir Duke,['Stevie Wonder'],Stevie Wonder,6
6cy84k8xqRXe2II7DQ1XVj,Heaven Must Have Sent You,['The Elgins'],The Elgins,6
7FS541dJh3iQAEXEZoDhE6,Twistin' the Night Away,['Sam Cooke'],Sam Cooke,4
2vroaTJq214LCxTtRGzrFf,Thinking About You,['Lee Fields & The Expressions'],Lee Fields & The Expressions,6
5AoTuHE5P5bvC7BBppYnja,Respect - 2003 Remaster,['Aretha Franklin'],Aretha Franklin,6
5uES1C2NgkdrNHiCwf9jRr,Baby Love,['The Supremes'],The Supremes,2
6vcG9EgeqJUSmmF65lxUm6,One Fine Day,['The Chiffons'],The Chiffons,2
5YLnfy7R2kueN0BRPkjiEG,I'll Take You There,['The Staple Singers'],The Staple Singers,6
745H5CctFr12Mo7cqa1BMH,My Girl,['The Temptations'],The Temptations,1
1JQ6Xm1JrvHfvAqhl5pwaA,Easy,['Commodores'],Commodores,1
63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,['Al Green'],Al Green,1
2g2GkH3vZHk4lWzBjgQ6nY,(What A) Wonderful World,['Sam Cooke'],Sam Cooke,1
4ZKGarvWsSOruOaw40cFNz,Love That Girl,['Raphael Saadiq'],Raphael Saadiq,6
65GbQI9VDTs7vo6MJL2iJA,Coming Home,['Leon Bridges'],Leon Bridges,3
6EAlFsajDK1PVgfhdJbS5Y,Something's Got A Hold On Me,['Etta James'],Etta James,2
0pvA063uNyGQFp7DNtmk0P,Sweet Soul Music,['Arthur Conley'],Arthur Conley,6
1XvCs8az0V297Ex0I9VAPu,Family Affair,['Sly Stone'],Sly Stone,6
307kcWJQNMdiYYKj1LgClU,Come See About Me,['The Supremes'],The Supremes,1
6hJhVBOnkchxBsDHbLOBJP,Drift Away - Single Version,['Dobie Gray'],Dobie Gray,2
3zBhihYUHBmGd2bcQIobrF,(Sittin' On) the Dock of the Bay,['Otis Redding'],Otis Redding,1
7lL2lMWNtzOcf5HnEudNgn,Everyday People,['Sly & The Family Stone'],Sly & The Family Stone,6
5P11rW6aJErF37MTfRZS31,"Hallelujah, I Love Her So",['Ray Charles'],Ray Charles,1
19jo0UT2vqD4pNVfIqTy4R,River Deep - Mountain High,['Ike & Tina Turner'],Ike & Tina Turner,4
5kQ2ZEav7TgUoLSLrm7h8S,Wake Up Everybody (feat. Teddy Pendergrass),"['Harold Melvin & The Blue Notes', 'Teddy Pendergrass']",Harold Melvin & The Blue Notes / Teddy Pendergrass,1
7rUPIW0pQoshbOtysdlWX2,My Guy,['Mary Wells'],Mary Wells,1
4uCbetXW9LStYPUjCpBVp9,Son of a Preacher Man,['Aretha Franklin'],Aretha Franklin,1
2Bls0igCm79XQQ95IoUbhq,Mr. Big Stuff,['Jean Knight'],Jean Knight,6
6bo1ykqKEAYsdwVtR1ze8x,Pelvis Pusher,['Vintage Trouble'],Vintage Trouble,4
3AW8RH8wosGLxd6ZojTGBe,Hard to Handle,['Otis Redding'],Otis Redding,1
7N3UAu6FkwdBg9J7OONBBP,Jimmy Mack,['Martha Reeves & The Vandellas'],Martha Reeves & The Vandellas,1
5usNPz6U1acDrkUYekGYDY,Then He Kissed Me,['The Crystals'],The Crystals,1
4NL8D4RQsC6ux6eI3m3Lg5,Everybody Needs Somebody to Love,['Solomon Burke'],Solomon Burke,6
0Omt3rVppHIlYFXNL1VWgL,Do You Love Me - Mono Single,['The Contours'],The Contours,6
6sPOmDulFtLzfX25zICNrC,Build Me Up Buttercup - Mono,['The Foundations'],The Foundations,6
5Z0MrFDEIDB075We9w9276,Call Me,['St. Paul & The Broken Bones'],St. Paul & The Broken Bones,6
63VN1yQ8RcKMUVX4KMRsBy,Get Down with It,['Little Richard'],Little Richard,2
373yGkNo74RZgmQgTiR8xK,It's Only A Paper Moon,"['Ella Fitzgerald', 'The Delta Rhythm Boys']",Ella Fitzgerald / The Delta Rhythm Boys,1
0jecTSpHjOy5CyqEdfod5c,Don’t You Know,['Durand Jones & The Indications'],Durand Jones & The Indications,6
7b8s4Z0abQQ4x4jpct4GjR,Cissy Strut,['The Meters'],The Meters,4
3jpeI1goQHPIwwCMxrLrwx,Smooth Sailin',['Leon Bridges'],Leon Bridges,6
3tSi6iFO9yLGIYIqMEgjC9,I Want You Back,['The Jackson 5'],The Jackson 5,6
1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,['Bill Withers'],Bill Withers,1
5CLozJK4pKWoPpFf2Z1Mye,Lady (You Bring Me Up),['Commodores'],Commodores,6
1tqT6DhmsrtQgyCKUwotiw,I Heard It Through The Grapevine,['Marvin Gaye'],Marvin Gaye,1
4NRQwaks9r58tTDvr4iEyv,In the Midnight Hour,['Wilson Pickett'],Wilson Pickett,6
3sTc75CCyIw4FPs6cXkOe7,Save Room,['John Legend'],John Legend,6
65jrjEhWfAvysKfnojk1i0,Under the Boardwalk,['The Drifters'],The Drifters,1
0WVTQp3SOCuMr08jh1jweV,Bring It On Home to Me,['Sam Cooke'],Sam Cooke,1
1b63ryTONnLSP14Oytqp6p,Nothing But A Heartache,['The Flirtations'],The Flirtations,6
2NVpYQqdraEcQwqT7GhUkh,Ain't Nobody,['Chaka Khan'],Chaka Khan,6
5rrXkymfQdhNBgBZ3BUVbB,Mama Said - Rerecorded Version,['The Shirelles'],The Shirelles,6
3SdTKo2uVsxFblQjpScoHy,Stand by Me,['Ben E. King'],Ben E. King,1
2BydLQAh7CUIFvSEqAMc4x,If You Want Me to Stay,['Sly & The Family Stone'],Sly & The Family Stone,6
2u0TWxcEOhIwSzyIAwxdIs,Make Me Yours,['Bettye Swann'],Bettye Swann,1
59CfNbkERJ3NoTXDvoURjj,Boyfriend,['Dove Cameron'],Dove Cameron,3
58HvfVOeJY7lUuCqF0m3ly,MIDDLE OF THE NIGHT,['Elley Duhé'],Elley Duhé,3
1ZdhOMWyFR8Iv9eylMGYg2,Mount Everest,['Labrinth'],Labrinth,5
2K7xn816oNHJZ0aVqdQsha,Softcore,['The Neighbourhood'],The Neighbourhood,2
0sTlGEld0h8kIPZaKDYUf4,Notion,['The Rare Occasions'],The Rare Occasions,4
79nEEoEPY2w8EXj9hjn5oc,Ginseng Strip 2002,['Yung Lean'],Yung Lean,2
3M0lSi5WW79CXQamgSBIjx,Swim,['Chase Atlantic'],Chase Atlantic,1
0BxE4FqsDD1Ot4YuBXwAPp,505,['Arctic Monkeys'],Arctic Monkeys,4
4GRFzKI7jTZ3kbMfouc7bn,Backstabber,['Kesha'],Kesha,4
5sAYqcQTEQbTbxdcqI4b8v,Jungle,['Emma Louise'],Emma Louise,6
2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),"['Gesaffelstein', 'The Weeknd']",Gesaffelstein / The Weeknd,1
11iIikXxC6NP0Ma8vMD27x,Alien Blues,['Vundabar'],Vundabar,6
0fv2KH6hac06J86hBUTcSf,NEW MAGIC WAND,"['Tyler, The Creator']","Tyler, The Creator",2
0i5spxZKedPA2TgGuvJ3AL,Out of My League,['Fitz and The Tantrums'],Fitz and The Tantrums,4
5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),['Edison Lighthouse'],Edison Lighthouse,6
6RiiSy9GzSwiyDEJDiMuKe,Something About You,"['Eyedress', 'Dent May']",Eyedress / Dent May,6
6QHXcb0eFwOKZOZ9bOFmxm,Toxic Pony,"['ALTÉGO', 'Britney Spears', 'Ginuwine']",ALTÉGO / Britney Spears / Ginuwine,6
7zwn1eykZtZ5LODrf7c0tS,You Get Me So High,['The Neighbourhood'],The Neighbourhood,6
27rdGxbavYJeBphck5MZAF,Nothing Breaks Like a Heart (feat. Miley Cyrus),"['Mark Ronson', 'Miley Cyrus']",Mark Ronson / Miley Cyrus,2
0kYMwaQWABTkFff8AZjmYI,Hayloft II,['Mother Mother'],Mother Mother,4
5gflgO9EPbIBf16n5TKnQS,Yo Voy (feat. Daddy Yankee),['Zion & Lennox'],Zion & Lennox,5
7AzlLxHn24DxjgQX73F9fU,No Idea,['Don Toliver'],Don Toliver,1
5RBOcBpJXaNnHCGViJmYhh,The Perfect Girl,['Mareux'],Mareux,0
31MQR9rOHRXyg4J01hRY1h,Fall in Love with You.,['Montell Fish'],Montell Fish,1
25Syi9wnfn6ZGAmiOBypPq,Motion Sickness,['Phoebe Bridgers'],Phoebe Bridgers,1
79EkGysjP2dL5GdpeQjRxT,This Side of Paradise,['Coyote Theory'],Coyote Theory,4
62ke5zFUJN6RvtXZgVH0F8,Only Love Can Hurt Like This,['Paloma Faith'],Paloma Faith,2
45GDh5cZcRVOAyQqZWxiUt,Playboy,['Jx.Zero'],Jx.Zero,5
6nQ1B216Liiydhgn2gar0o,Material Girl,['Saucy Santana'],Saucy Santana,5
3ia3dJETSOllPsv3LJkE35,California Love - Original Version,"['2Pac', 'Roger', 'Dr. Dre']",2Pac / Roger / Dr. Dre,2
1MJErNPIQUoEMu4YUUmecm,Neon Guts (feat. Pharrell Williams),"['Lil Uzi Vert', 'Pharrell Williams']",Lil Uzi Vert / Pharrell Williams,6
7lOvJBqH38ZY59eLU7bioq,all I want is you,"['Rebzyyx', 'hoshie star']",Rebzyyx / hoshie star,5
5GKekzF1YcR2DQd9c3DI8y,Cigarettes out the Window,['TV Girl'],TV Girl,6
5NtmfJwkA0AXsp2WWHviPn,So My Darling - Acoustic,['Rachel Chinouriri'],Rachel Chinouriri,1
4sOX1nhpKwFWPvoMMExi3q,Primadonna,['MARINA'],MARINA,6
22sLuJYcvZOSoLLRYev1s5,Material Girl,['Madonna'],Madonna,6
5elW2CKSoqjYoJ32AGDxf1,Polaroid Love,['ENHYPEN'],ENHYPEN,2
4aMxs74PXoQg2SLgjypcvb,Turban,['Yeat'],Yeat,5
6LECek0tkw95AXDGHM4qXj,Major Bag Alert (feat. Migos),"['DJ Khaled', 'Migos']",DJ Khaled / Migos,6
4eaSY3ucamesaARYBsLfz2,Fat Funny Friend,['Maddie Zahm'],Maddie Zahm,1
0RYHqnmtNRfbYxP6Dn8Vse,masquerade,['siouxxie sixxsta'],siouxxie sixxsta,4
35mBYyB61qTcGGj7MXIRM1,Cpr,['cupcakKe'],cupcakKe,6
2aI21FnmY7TJVKeMaoQZ0t,Say It Right,['Nelly Furtado'],Nelly Furtado,6
1toNKayLMeCcVlsLGXJl7n,Haunted,['Laura Les'],Laura Les,4
4JLBDUYSaOMPYND0iWeSWQ,Jenny (I Wanna Ruin Our Friendship),['Studio Killers'],Studio Killers,2
0Oqc0kKFsQ6MhFOLBNZIGX,Doin' Time,['Lana Del Rey'],Lana Del Rey,1
1SH0BnKkEtLh8IcZnci79y,Howl's Moving Castle - Merry Go Round of Life,['Vitamin String Quartet'],Vitamin String Quartet,3
0jdcdrTpIzIZGBqBvkgEaC,Maytag (Tax Free),['Ben Reilly'],Ben Reilly,5
3WQlJpaUUbGtUqAskvGA7c,Yonkers,"['Tyler, The Creator']","Tyler, The Creator",5
6FiySur7YZL0Kff2YVGsEB,Right Foot Creep,['YoungBoy Never Broke Again'],YoungBoy Never Broke Again,5
3zpGLSQ8QbbUnNjweWPLMD,Doja,"['$NOT', 'A$AP Rocky']",$NOT / A$AP Rocky,5
5FkBoG7xkb0pPkaO8rS5td,Need You,['Fresco Trey'],Fresco Trey,6
4SqWKzw0CbA05TGszDgMlc,I Love You So,['The Walters'],The Walters,1
7Fege3yv4dvehB3NdRBGwI,Banking On Me,['Gunna'],Gunna,1
4v1TTTCadimzZkTuDTnYBc,HANDSOMER,['Russ'],Russ,5
5o5akY9xnEk6lpMkD8RwD9,Teacher's Pet,['Melanie Martinez'],Melanie Martinez,3
1wVuPmvt6AWvTL5W2GJnzZ,Talking to the Moon,['Bruno Mars'],Bruno Mars,4
3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,['Black Eyed Peas'],Black Eyed Peas,5
3UCYp1hyLw59Gw9dnyg7ck,"Yeh I Fuckin' Did It - From ""Euphoria"" An Original HBO Series",['Labrinth'],Labrinth,3
5oO3drDxtziYU2H1X23ZIp,Love On The Brain,['Rihanna'],Rihanna,3
0So2sgVa8aJiARPl2P29u2,Pope Is a Rockstar,['SALES'],SALES,1
0k4d5YPDr1r7FX77VdqWez,You Right,"['Doja Cat', 'The Weeknd']",Doja Cat / The Weeknd,6
7kOU7qeq1PV6R2ZJcKUyIQ,Ok Cool,['CEO Trayle'],CEO Trayle,5
15hJmqqEtASVXl6sM7i4UF,trademark usa,['Baby Keem'],Baby Keem,5
3XOalgusokruzA5ZBA2Qcb,pushin P (feat. Young Thug),"['Gunna', 'Future', 'Young Thug']",Gunna / Future / Young Thug,3
78kygHp1dvW1kncYjBgbe1,Mujeriego,['Ryan Castro'],Ryan Castro,6
34sIEdi9tN5Fi2rNaSHVTQ,Surrender To Me,['FireCityFunk'],FireCityFunk,6
6lknMmJZALXxx7emwwZWLX,Frozen,"['Madonna', 'Sickick']",Madonna / Sickick,6
3cqWSJzuxZCsglpaxWtosT,Before I Knew It,['Mason Ramsey'],Mason Ramsey,2
4RKJRRd4VJfZWiqQTYsleE,Already Best Friends (feat. Chris Brown),"['Jack Harlow', 'Chris Brown']",Jack Harlow / Chris Brown,6
5JXOF1rt31rT07luk5wFE6,High Enough - Slowed,"['K.Flay', 'xxtristanxo', 'Slowed Radio']",K.Flay / xxtristanxo / Slowed Radio,3
1GAIibUEoZjvG4QsrabVWc,Loser,['Sueco'],Sueco,6
6GomT970rCOkKAyyrwJeZi,Move Your Body,"['Öwnboss', 'Sevek']",Öwnboss / Sevek,6
79aQX5Uq6t8apowFe5uueL,I Look Good,['O.T. Genasis'],O.T. Genasis,6
6I9VzXrHxO9rA9A5euc8Ak,Toxic,['Britney Spears'],Britney Spears,6
0R8clsMFyCYRN7iYRKTiuE,I Hope You're Happy,['Games We Play'],Games We Play,2
5NvOZCjZaGGGL597exlQWv,Line Without a Hook,['Ricky Montgomery'],Ricky Montgomery,3
0IKpTI3268FUkZ2Z606A0u,Don't Text Me When You're Drunk,"['Stacey Ryan', 'Zai1k']",Stacey Ryan / Zai1k,6
4bJygwUKrRgq1stlNXcgMg,All The Things She Said,['t.A.T.u.'],t.A.T.u.,6
10hMM5nsZQf66ldBlgWBfG,All For Us - from the HBO Original Series Euphoria,"['Labrinth', 'Zendaya']",Labrinth / Zendaya,2
2GPh676erhgaOyMRmQNOc6,Captain (whistle),['Nutcase22'],Nutcase22,5
0lsw4q8Jei7gEoV7kFe3DS,Lgbt,['cupcakKe'],cupcakKe,6
1qoRqpfQdPf0SftHDo7w4o,Like a Boy,['Ciara'],Ciara,6
4UG2Fm0E98LhE2dlNxiAXx,this is what falling in love feels like,['JVKE'],JVKE,1
0f8eRy9A0n6zXpKSHSCAEp,Infrunami,['Steve Lacy'],Steve Lacy,1
4L7jMAP8UcIe309yQmkdcO,Lost,['Frank Ocean'],Frank Ocean,5
0lEjxUUlKqjqXrVlIHFduD,P power (feat. Drake),"['Gunna', 'Drake']",Gunna / Drake,2
5vUnjhBzRJJIAOJPde6zDx,TO THE MOON,"['Jnr Choi', 'Sam Tompkins']",Jnr Choi / Sam Tompkins,5
4pCvnGkf7jveRMKHZosxxB,Edge,['Rezz'],Rezz,0
7BbaIYAdi3pg4MGl6PHwPv,Monëy so big,['Yeat'],Yeat,6
7g1251d41qVR8kq6yz9XXa,pouring outside,['dyl dion'],dyl dion,1
4IhTXiZLKATmwhMZIb1GQN,Lights Are On,['Tom Rosenthal'],Tom Rosenthal,1
1gt1fWqUZOUgT2kTArAw4E,That's Not My Name,['The Ting Tings'],The Ting Tings,2
23yxlmsXxljX6AVF2NlYP6,Throw It Back (Abow),"['TarioP', 'ShantiiP']",TarioP / ShantiiP,5
1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,"['Imagine Dragons', 'JID', 'Arcane', 'League of Legends']",Imagine Dragons / JID / Arcane / League of Legends,5
0vNY7uNEG8El6doRdP21D5,Emiliana,['CKay'],CKay,1
5wnIDrgujfOoHAHXVRpUMF,Right Down the Line,['Gerry Rafferty'],Gerry Rafferty,1
3xRH6FPVtheDyNla3T1FE7,Hrs and Hrs,['Muni Long'],Muni Long,3
7H7NyZ3G075GqPx2evsfeb,Chamber Of Reflection,['Mac DeMarco'],Mac DeMarco,0
2hwOoMtWPtTSSn6WHV7Vp5,Blue World,['Mac Miller'],Mac Miller,5
1Go9q6KaCpAsQ0wkZFGzY2,Chandelier,['Will Paquin'],Will Paquin,1
6potEImiklXkwD9qFzpu15,Forever,['Labrinth'],Labrinth,1
0RZyUsKfiC7MtiGKatCtGc,Misery,['Maroon 5'],Maroon 5,6
0W3sTOscCbNx9Z4DlfVE3f,Luxurious,['Gwen Stefani'],Gwen Stefani,6
1a1LrfgkTvfHFykIxcv8WU,Cherry Wine,['grentperez'],grentperez,6
5dXWFMwD7I7zXsInONVl0H,I Hate U,['SZA'],SZA,1
5Mk1tgVrSuoWWwPVFNS0jB,Loveeeeeee Song,"['Rihanna', 'Future']",Rihanna / Future,1
1sSuFkO3m3Cr6YN24NYol5,Are You That Somebody,['Aaliyah'],Aaliyah,6
3CLSHJv5aUROAN2vfOyCOh,Close Eyes,['DVRST'],DVRST,0
6fhG2KJgwO7CrNflRaRmvp,Dandelions - slowed + reverb,"['Ruth B.', 'slater']",Ruth B. / slater,3
6jgkEbmQ2F2onEqsEhiliL,My Kind of Woman,['Mac DeMarco'],Mac DeMarco,6
3gGMsx3jxYKfhXq8LMj1tz,Vanished,['Crystal Castles'],Crystal Castles,6
0zO8ctW0UiuOefR87OeJOZ,Collard Greens,"['ScHoolboy Q', 'Kendrick Lamar']",ScHoolboy Q / Kendrick Lamar,6
0dgrFwOa0RrFzWcM0azTzx,The Good Part,['AJR'],AJR,4
755inykyaG4w22GWAsA3MX,Marlboro Nights,['Lonely God'],Lonely God,5
0UV5zxRMz6AO4ZwUOZNIKI,Where'd All the Time Go?,['Dr. Dog'],Dr. Dog,4
4xGcrf91kiTJkgWrApXa1K,Bubble Pop Electric,"['Gwen Stefani', 'Johnny Vulture']",Gwen Stefani / Johnny Vulture,4
1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,"['Coolio', 'L.V.']",Coolio / L.V.,2
6nzXkCBOhb2mxctNihOqbb,Bad Girls,['M.I.A.'],M.I.A.,4
5773KSWFzg9kCc8yazjbSt,Deceptacon,['Le Tigre'],Le Tigre,4
7EkWXAI1wn8Ii883ecd9xr,Freaks,['Surf Curse'],Surf Curse,4
0P2P1AxcRYhiZvoF5MyRmM,Rumors (feat. Lil Durk),"['Gucci Mane', 'Lil Durk']",Gucci Mane / Lil Durk,5
2HHLfzE7PkljuqyYU4vwmh,Me or Sum (feat. Future & Lil Baby),"['Nardo Wick', 'Future', 'Lil Baby']",Nardo Wick / Future / Lil Baby,5
1wSAAx6UHuQurUBHGM95og,Go Hard 2.0,['Juice WRLD'],Juice WRLD,1
6BczFLHW9aIf9aWn5NFuNL,Don't Play That,"['King Von', '21 Savage']",King Von / 21 Savage,5
70pwY1UfPmSVE3ybPjFy0p,Worst Day,['Future'],Future,5
15OlC497ScJt9N2BS8lOev,LLC (feat. Moneybagg Yo),"['Money Man', 'Moneybagg Yo']",Money Man / Moneybagg Yo,5
4heBcjj4Lw3X2sQVFNbLbz,Scared Money (feat. J. Cole and Moneybagg Yo),"['YG', 'J. Cole', 'Moneybagg Yo']",YG / J. Cole / Moneybagg Yo,5
7uLFOXgLrS90tEYPO1DGXy,Man in the Mirror,['A Boogie Wit da Hoodie'],A Boogie Wit da Hoodie,6
7z3rc7SCgjbAztt1cbXkVj,Today (feat. Gunna),"['Cordae', 'Gunna']",Cordae / Gunna,5
2AaJeBEq3WLcfFW1y8svDf,By Your Side,['Rod Wave'],Rod Wave,4
1WGmhglF1ghRiHsx4YUq86,Love & War,['Kodak Black'],Kodak Black,6
0cp97b37sFNsdIbQH6po3T,Surround Sound (feat. 21 Savage & Baby Tate),"['JID', '21 Savage', 'Baby Tate']",JID / 21 Savage / Baby Tate,5
4A8cWXxKfIL3lAyUDzXbCF,Super Gremlin,['Kodak Black'],Kodak Black,2
5dqeWGM9sqLd5bZhyBikrZ,thought i was playing,"['Gunna', '21 Savage']",Gunna / 21 Savage,4
0qHPxjC83zQYcxe39xSShx,thailand,['Roddy Ricch'],Roddy Ricch,5
4huBDGP4I3S0pYI0EaRN1c,City of Gods,"['Fivio Foreign', 'Kanye West', 'Alicia Keys']",Fivio Foreign / Kanye West / Alicia Keys,5
1PNs0uGru3TcrA94kpyGnc,Do We Have A Problem?,"['Nicki Minaj', 'Lil Baby']",Nicki Minaj / Lil Baby,5
1tmsPlyvzDETLv08Wp5cuY,Black Ball,"['YoungBoy Never Broke Again', 'Birdman']",YoungBoy Never Broke Again / Birdman,5
4BnkR2EkBBH4wpor1kTjLc,NO TRENDS,['Mike Dimes'],Mike Dimes,6
3RceLAxBxCr8HihEVC24K9,Too Hot (feat. Moneybagg Yo),"['NLE Choppa', 'Moneybagg Yo']",NLE Choppa / Moneybagg Yo,5
2bxvKs7Q0zqFqajnRcgxbv,Cold Gangsta,"['Yo Gotti', '42 Dugg', 'EST Gee']",Yo Gotti / 42 Dugg / EST Gee,5
3zDMTxEANpj6hedyCrHXBg,Flossin’ (feat. YoungBoy Never Broke Again),"['Internet Money', 'YoungBoy Never Broke Again']",Internet Money / YoungBoy Never Broke Again,4
5HZ5NjyJVMaboBgG6uQMpK,Anti-Hero (feat. Lil Tecca),"['Lil Wayne', 'Lil Tecca']",Lil Wayne / Lil Tecca,5
1z7LV5wkExwW8YJk0IrPUA,Jumpin (feat. Polo G),"['NLE Choppa', 'Polo G']",NLE Choppa / Polo G,5
3IZWCcD1FYpyeY3ki2VUmL,Million Dollars Worth of Game (feat. 42 Dugg),"['2 Chainz', '42 Dugg']",2 Chainz / 42 Dugg,6
29TPjc8wxfz4XMn21O7VsZ,Sky,['Playboi Carti'],Playboi Carti,5
3a2jFwnts4Cf0OwJbK61SL,Gospel (with Eminem),"['Dr. Dre', 'Eminem']",Dr. Dre / Eminem,5
2qvc0vB4AAW39DR9j6vXa1,THE REV3NGE,['Joey Bada$$'],Joey Bada$$,6
7lcI4X8RZxK4zIknJcwpBq,Bussin,"['Nicki Minaj', 'Lil Baby']",Nicki Minaj / Lil Baby,6
1NE8EEo8xpxTLAYHJbmsrY,Retaliation,['22Gz'],22Gz,5
0Rq6JJwpZ9f1SU6Cfhgjv7,Arya (feat. A$AP Rocky),"['Nigo', 'A$AP Rocky']",Nigo / A$AP Rocky,5
6AshXllQhobwSXsdpgp41w,Johnny P's Caddy,"['Benny The Butcher', 'J. Cole']",Benny The Butcher / J. Cole,5
4dZTNKRngStyYNueXCO2FR,Young N Dumb,['Polo G'],Polo G,5
40Yi3c0drMYGHHuSD8RjB2,Rockstar In His Prime,['Juice WRLD'],Juice WRLD,4
6UAy9xYeTWjZB7h05p83e9,Cold December,['Rod Wave'],Rod Wave,4
6yOM87h9akcg1iYT5p66Av,Proud,"['Paper Route EMPIRE', 'Key Glock']",Paper Route EMPIRE / Key Glock,5
6og219WwSl2pU7oXyXfRMe,YAE ENERGY,['Lil Yachty'],Lil Yachty,5
6Ab81Bs9fcOwaTYuBsUUpI,Eazy,"['The Game', 'Kanye West']",The Game / Kanye West,5
4v3W97RqEN0kgaLAre1pbJ,Fallin,['Lil Tecca'],Lil Tecca,5
3BMG9dnjNymT1OGUXQTAXl,Diet Coke,['Pusha T'],Pusha T,5
64b14VPe2ScA1l9jEbFNqB,Non Judgmental,['A Boogie Wit da Hoodie'],A Boogie Wit da Hoodie,5
4HyVMzg0sUQsdOxRvSO8Ka,Megan's Piano,['Megan Thee Stallion'],Megan Thee Stallion,5
2MyXR1s4usYNULsxZ85r44,Real Ones (feat. Roddy Ricch),"['Mozzy', 'Roddy Ricch']",Mozzy / Roddy Ricch,5
1p2AbhtzG2Njx2x0JB83zA,Grinding All Season,['Kodak Black'],Kodak Black,5
1pzr9UTpg11XWHs7Q0O8wQ,IYKYK,['B-Lovee'],B-Lovee,5
4yKZACkuudvfd600H2dQie,Get Down On It - Single Version,['Kool & The Gang'],Kool & The Gang,6
7FXuCkl1kfxwS5icDjTwbM,Hard to Handle,['Otis Redding'],Otis Redding,1
0OwvrdjaJOypNsNQHyBWE5,California Soul,['Marlena Shaw'],Marlena Shaw,2
3Um9toULmYFGCpvaIPFw7l,What's Going On,['Marvin Gaye'],Marvin Gaye,4
5qyq1H5OPMlfuvZQ1wQNo7,(Your Love Keeps Lifting Me) Higher & Higher,['Jackie Wilson'],Jackie Wilson,6
3MtP9T0WF4xbIo8vqHYeXM,Spooky,['Dusty Springfield'],Dusty Springfield,1
0WSlOSMLJWoWUpWci9nnRb,Cissy Strut,['The Meters'],The Meters,4
6qH6xP8tzxvZlCcmHit4AL,Inspiration Information,['Shuggie Otis'],Shuggie Otis,6
2zDWF3VAfj6wl2rH5E4vLT,Midnight Train to Georgia,['Gladys Knight & The Pips'],Gladys Knight & The Pips,6
