id,k6_cluster,k10_cluster,title,artists,pp_artist
0FZ4Dmg8jJJAPJnvBIzD9z,4,7,ZEZE (feat. Travis Scott & Offset),"['Kodak Black', 'Offset', 'Travis Scott']",Kodak Black / Offset / Travis Scott
6QfS2wq5sSC1xAJCQsTSlj,5,0,Shallow - Radio Edit,"['Lady Gaga', 'Bradley Cooper']",Lady Gaga / Bradley Cooper
6UkMcAA19lTdjs22jtB7o2,2,2,Big Yellow Taxi,['Joni Mitchell'],Joni Mitchell
3nFJbZCHP4d9vduKjJLdBL,2,6,Never Too Much,['Luther Vandross'],Luther Vandross
3FsAm9w6AxqwZ0H7nEQ367,0,5,Good Nigger Sticker (Freestyle),['B.o.B'],B.o.B
66TRwr5uJwPt15mfFkzhbi,2,6,Crank That (Soulja Boy),['Soulja Boy'],Soulja Boy
5yEOPBceI49hbGWr0dAvJN,1,1,Doo Do Dooo,"['Yung Bae', 'Flamingosis', 'Alexander Lewis']",Yung Bae / Flamingosis / Alexander Lewis
3wrPaT9MQxCG1LQmNvNRed,0,5,18,"['Kris Wu', 'Rich Brian', 'Trippie Redd', 'Baauer']",Kris Wu / Rich Brian / Trippie Redd / Baauer
72Qo3U5apeuv91j9BEqJBM,5,0,I Don't Wanna Waste My Time,['Joji'],Joji
1VGzxJnVQND7Cg5H5wGj14,5,0,YEAH RIGHT,['Joji'],Joji
39oeKRgsLeynDIbWuXyA47,0,5,CAN'T GET OVER YOU (feat. Clams Casino),"['Joji', 'Clams Casino']",Joji / Clams Casino
0q21FNwES2bbtcduB6kjEU,5,0,Dancing in the Moonlight,['King Harvest'],King Harvest
3Fzlg5r1IjhLk2qRw667od,2,6,Dancing in the Moonlight,['Toploader'],Toploader
0rKtyWc8bvkriBthvHKY8d,5,0,SLOW DANCING IN THE DARK,['Joji'],Joji
72ic9IhRix05fIkRzGGMXD,0,5,Boca Raton (with A$AP Ferg),"['Bas', 'A$AP Ferg']",Bas / A$AP Ferg
5soMJpcVhSrGrB4prvPL6P,1,1,Rip & Tear,['Mick Gordon'],Mick Gordon
6gzIcEUuswJQGfJNPYMjjv,0,5,Hard Work Pays Off,"['Future', 'Juice WRLD']",Future / Juice WRLD
0JR7iZZ6Ql79sXW3rbiS3F,0,5,Ain't Livin Right (feat. Gunna),"['Future', 'Juice WRLD', 'Gunna']",Future / Juice WRLD / Gunna
4hEbkVAl2qRs8vZy03tsDi,0,5,Afterlife,['Future'],Future
7L95O7D34EWhwtDCQkwGMR,0,5,No Issue,"['Future', 'Juice WRLD']",Future / Juice WRLD
3xBHLZwRfi0fjO9euaj5zf,2,6,WRLD On Drugs,"['Future', 'Juice WRLD']",Future / Juice WRLD
4VMiNOpnjRwSCwmHaUfOMM,0,5,Realer N Realer,"['Future', 'Juice WRLD']",Future / Juice WRLD
5ExHDzOoOhC4xZGPh9zyQZ,0,6,Shorty,"['Future', 'Juice WRLD']",Future / Juice WRLD
3thLnNvO9IctWoccbsZyJV,0,5,Different (feat. Yung Bans),"['Future', 'Juice WRLD', 'Yung Bans']",Future / Juice WRLD / Yung Bans
0nWMTq3fBceV1uZlhFn6of,2,6,Oxy (feat. Lil Wayne),"['Future', 'Lil Wayne']",Future / Lil Wayne
2EhJijFUs0WUmNClDBpYJq,0,5,Make It Back,['Juice WRLD'],Juice WRLD
2vs5ubqg8QUbfyWZpMfvWe,0,6,Astronauts,"['Future', 'Juice WRLD']",Future / Juice WRLD
2OsDoAzo5SGq10qwmKSQBv,4,7,Jet Lag (feat. Young Scooter),"['Future', 'Juice WRLD', 'Young Scooter']",Future / Juice WRLD / Young Scooter
4oVdhvxZrKQTM9ZsUIZa3S,5,0,December,['Neck Deep'],Neck Deep
5RdhBLmB4DyFHLglRrfx63,5,2,I'll Be There,['The Jackson 5'],The Jackson 5
6K4t31amVTZDgR3sKmwUJJ,2,6,The Less I Know The Better,['Tame Impala'],Tame Impala
3wcT7Bndd1w4dVsKhEXcEm,2,9,Gold Steps,['Neck Deep'],Neck Deep
2At3wa1XCMnEendDMO9qcM,4,7,Senior Skip Day,['Mac Miller'],Mac Miller
4VYmdTVFXDq0LtYMoVswTv,2,9,TABOO | TA13OO,['Denzel Curry'],Denzel Curry
3EApebexZ7YqDIqw2EMTDh,0,5,I Might Need Security,['Chance the Rapper'],Chance the Rapper
5Cax3xGAakyANy1tFZZ5Yv,0,5,Thick Niggas and Anime Tiddies,['Dbangz'],Dbangz
1XT5kxg6Tk0ukCO2vBQN4v,2,6,Making Plans For Nigel,['XTC'],XTC
4cxwiuYJltrPeWr5FDDntO,5,0,desire,['Jeremy Zucker'],Jeremy Zucker
2ULvsEVdvPbXERrl3mGEE8,5,0,firefly,['Jeremy Zucker'],Jeremy Zucker
7cflqPPi3zWfLFRRBTWeh6,4,7,talk is overrated,"['Jeremy Zucker', 'blackbear']",Jeremy Zucker / blackbear
18uwL0vNUanqZH0ro2QcOP,5,0,comethru,['Jeremy Zucker'],Jeremy Zucker
2zQ1c7TT5grIoU6wKMiXdg,5,8,SEATTLE,['Sam Kim'],Sam Kim
3B9vJvi2Z6ws4wjNTQMYAc,2,6,Mia Khalifa,['iLOVEFRiDAY'],iLOVEFRiDAY
0qpSvzE0Rws3gVZNZCf04v,5,0,XNXX,['Joji'],Joji
606F3qdYCXtDVtKN53YsuW,1,1,I'LL SEE YOU IN 40,['Joji'],Joji
48x8fBWfyeSMzLl5gbsjr9,1,1,COME THRU,['Joji'],Joji
4sbtM9ORGwmxGkXfctXbJq,5,6,NO FUN,['Joji'],Joji
1X8YgRhzbdXb1vZNLUTn9g,3,4,WHY AM I STILL IN LA (feat. Shlohmo & D33J),"['Joji', 'D33J', 'Shlohmo']",Joji / D33J / Shlohmo
1DMEzmAoQIikcL52psptQL,5,0,TEST DRIVE,['Joji'],Joji
5HnxL39pSgVVQMLP7WnSfv,0,5,Missing My Idols,['Trippie Redd'],Trippie Redd
5aXgz1oKK8Q9z9xvTmSnrO,2,6,Topanga,['Trippie Redd'],Trippie Redd
4wJ8dJKBAxdDe5cUx8K779,4,7,R.I.P. (feat. Trippie Redd),"['Joji', 'Trippie Redd']",Joji / Trippie Redd
0Y9D1Bc4fAkeZnVsGKdij6,2,9,WANTED U,['Joji'],Joji
5aqu5xhPqoOWqF71PkfgM8,5,0,ATTENTION,['Joji'],Joji
4Dm32oO01YpIubCHaAtKkN,2,9,My Life Would Suck Without You,['Kelly Clarkson'],Kelly Clarkson
2WhmaCir1p0bXaiOaRLe3C,2,6,Run the Bands,['Vince Staples'],Vince Staples
4iXyMgD3jJ2GnKJKBfs4fB,0,5,No Bleedin,['Vince Staples'],Vince Staples
6b6liLOZhXdOfFBFVN5KNK,4,7,Tweakin',['Vince Staples'],Vince Staples
02sObHgWwieFWa9zWIi6gF,0,2,Relay,['Vince Staples'],Vince Staples
3NV4DUVDd2qubFtp4CgQ3p,2,9,Don't Get Chipped,['Vince Staples'],Vince Staples
1FVUFtrQnIqgwEXrRb2Qrr,4,7,Outside!,['Vince Staples'],Vince Staples
5zEeiQbazUWskpZNhnh6i2,0,2,Feels Like Summer,['Vince Staples'],Vince Staples
3HDv44gdKIVyrfmVdvTe2V,4,7,Hold Me Down - Chinese Version,['吴亦凡'],吴亦凡
0UJUZy6F5M4RxVEZCJrS6t,4,7,Deserve (feat. Travis Scott),"['吴亦凡', 'Travis Scott']",吴亦凡 / Travis Scott
1dd75F19ROV7No3LDsGY0R,2,6,Hold Me Down - English Version,['吴亦凡'],吴亦凡
6g7RgGnladUdsRdfn7iHjM,4,7,Explore,['吴亦凡'],吴亦凡
4KGR7sqpECiRueUFHdHSLZ,4,7,天地,['吴亦凡'],吴亦凡
0kTjQn8liVEpmrcaAEIpGK,4,7,Selfish,['吴亦凡'],吴亦凡
4Ir1Dfv018qxVndX1zCiG3,4,7,We Alive,['吴亦凡'],吴亦凡
6i8BdL3SDpFtiL4mjvMdYG,0,5,Coupe (feat. Rich The Kid),"['吴亦凡', 'Rich The Kid']",吴亦凡 / Rich The Kid
58ZdT5NQIAkeSWUxNneBg8,2,6,November Rain,['吴亦凡'],吴亦凡
3NTQws0JI0usmAUXHD8Gia,2,6,Antares,['吴亦凡'],吴亦凡
5UcE1K5pwdZG6nYds0OYrV,2,2,On and On,['Housefires'],Housefires
0nhBKubnVz9yFNNprBniWz,2,6,YOUTH,['Troye Sivan'],Troye Sivan
1LPGwuFgIzbJoShfDdw7MY,4,7,Youth,['Glass Animals'],Glass Animals
31VOknKjFrEX47bZXzqcoF,2,8,Next To Me,['Imagine Dragons'],Imagine Dragons
0cDwUAF7yQrOLRcFfJpSc2,2,6,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",['Imagine Dragons'],Imagine Dragons
2RSHsoi04658QL5xgQVov3,2,9,Bad Liar,['Imagine Dragons'],Imagine Dragons
4s8PTe1uUoqcaAmveIKAxJ,2,9,Mirror Master,['Young the Giant'],Young the Giant
3rSkiyzwE3oQXhvMqobU0e,2,9,You + I,['Young the Giant'],Young the Giant
7DfWLV07uZV3rwoKvO6TjI,4,7,Panoramic Girl,['Young the Giant'],Young the Giant
7lLLFbYh5JpOTnQCetSfWn,2,6,Tightrope,['Young the Giant'],Young the Giant
14hMu4JnYnLj0FBuFfHNNN,4,7,Glory,['Young the Giant'],Young the Giant
2tXxLxP92HeYt4nojiDn7g,4,7,Brother's Keeper,['Young the Giant'],Young the Giant
7c2nxdvX2qbrT6ilCID2TG,5,0,Darkest Shade of Blue,['Young the Giant'],Young the Giant
17UvqEUnFxX3jyLAqiIsCw,2,9,Oblivion,['Young the Giant'],Young the Giant
649o53ULWYN1y7V2OI5kgo,2,6,Heat of the Summer,['Young the Giant'],Young the Giant
14KP6cmTImZmrcAC5m0Azd,5,0,Call Me Back,['Young the Giant'],Young the Giant
4bsMM8V87y5igGk6urk6b7,2,9,Simplify,['Young the Giant'],Young the Giant
67YPjbcxUypwNOwYBZquq1,2,9,Superposition,['Young the Giant'],Young the Giant
1z3ugFmUKoCzGsI6jdY4Ci,2,6,Like a Prayer,['Madonna'],Madonna
1Xw8uB5foMtXkKzyhx8lWq,2,6,Dust,"['Belly', 'French Montana']",Belly / French Montana
3prLqweRlHjmdsycz41cRh,5,0,Camp Fire Tale,['Trippie Redd'],Trippie Redd
6bKUUSlzDua0gt0g13OKqw,5,0,Diamond Minds,"['Trippie Redd', 'Tory Lanez', 'Elliott Trent']",Trippie Redd / Tory Lanez / Elliott Trent
73pDDTXW6SKqM52N4Rdred,2,6,So Alive,['Trippie Redd'],Trippie Redd
75lcPkAkUsKWHGBlGM476R,4,7,1400 / 999 Freestyle,"['Trippie Redd', 'Juice WRLD']",Trippie Redd / Juice WRLD
284fVGdbsPtigjjI0jmKXo,4,7,Loyalty Before Royalty,['Trippie Redd'],Trippie Redd
5iAyI5SlSs1hyWOQeBXvab,4,7,Wicked,['Trippie Redd'],Trippie Redd
7uenITonAmg7wXmFd3kkms,4,7,I Tried Loving,['Trippie Redd'],Trippie Redd
5Tp5zlCgbwXLMa3pgYsNMl,2,9,Elevate & Motivate,"['Trippie Redd', 'YoungBoy Never Broke Again', 'Nel-Denarro']",Trippie Redd / YoungBoy Never Broke Again / Nel-Denarro
2ppse4DOEFlzaW7Xu3U76r,0,5,A.L.L.T.Y. 3,"['Trippie Redd', 'Baby Goth']",Trippie Redd / Baby Goth
0AcicReEGm1qcENjqzh1Tg,5,0,Love Scars 3,['Trippie Redd'],Trippie Redd
2dKtWPLZvbCzwLRliNn8UI,4,7,Can't Love,['Trippie Redd'],Trippie Redd
0ZPCxNK4DIrF8KqrN3DxfA,0,5,Negative Energy,"['Trippie Redd', 'Kodie Shane']",Trippie Redd / Kodie Shane
1SxagO9GK0UUeEYLmH8Pln,2,6,Toxic Waste,['Trippie Redd'],Trippie Redd
2lvOt6VAufWlstrqutilVb,4,7,Fire Starter,"['Trippie Redd', 'Emani 22']",Trippie Redd / Emani 22
27AHAtAirQapVldIm4c9ZX,2,6,Jump,['Kris Kross'],Kris Kross
29hBRadFZf9QTGRHZmxm65,2,6,One Week,['Barenaked Ladies'],Barenaked Ladies
7022xokeCJFSeZxw2npVkn,5,0,It Takes Time,['Trippie Redd'],Trippie Redd
2LawezPeJhN4AWuSB0GtAU,2,6,Have You Ever Seen The Rain,['Creedence Clearwater Revival'],Creedence Clearwater Revival
6WXEITfrkPWsIrbf79Jrkj,2,6,More Today Than Yesterday,"['Chicago', 'Les Deux Love Orchestra']",Chicago / Les Deux Love Orchestra
34D6mvDTAPypm92EPs8Rxa,5,0,Reminiscing - Remastered,['Little River Band'],Little River Band
1pGF7ZEo3sTTRL6pGAOUbd,4,7,Alcohol,"['Sik-K', 'Jay Park']",Sik-K / Jay Park
4O3TgbbNKKFYPrCXWdlKQc,0,5,SF Skills (Prod. by GIRIBOY),"['nafla', 'OLNL', 'Odee', 'GIRIBOY', 'Swings']",nafla / OLNL / Odee / GIRIBOY / Swings
1WKgeavgwTZ4hnZVlMrteD,2,9,Where U At,"['KillaGramz', 'DEAN, ZICO']","KillaGramz / DEAN, ZICO"
7J7cDTUQL76QwETTpAwpov,4,7,heyahe,['ONE'],ONE
6z1kLsntE7FuzKZHZWrXYN,2,6,instagram,['DEAN'],DEAN
5K209mgnrnMPLNIluT9m77,4,7,Still (Feat. Crush),['Loco'],Loco
0EYOhg4jMf7hCLeQIxlvKL,4,7,gold (Feat. Dean),"['offonoff', 'DEAN']",offonoff / DEAN
2A0zjBk2FMsPCYQCYGuEyE,4,7,CORONA,"['punchnello', 'Crush']",punchnello / Crush
1Zv6zo71iDXH07Lin7hxMg,0,5,Don't Know You,['HEIZE'],HEIZE
3IRR7SWdHVojpCWfnwM2Vs,4,7,1+1=0 (Feat. DEAN),['SURAN'],SURAN
6UuBdJdNUoRU0pCohv27j3,0,5,MOST HATED,"['Jay Park', 'Dok2']",Jay Park / Dok2
3tbwKbrgDNjT4JvM4SVAtz,2,6,No Mercy,"['The Living Tombstone', 'Black Gryph0n', 'LittleJayneyCakes']",The Living Tombstone / Black Gryph0n / LittleJayneyCakes
5Ta0BuVhRMSrebPd89wv01,4,7,R U OK?,"['Skizzy Mars', 'Prelow']",Skizzy Mars / Prelow
7HFgnF1oPMzkCqEMBOA2yI,2,9,Beloved,['Mumford & Sons'],Mumford & Sons
4voaH67fGzhYb1qGwIIYIl,4,7,Hasta La Vista,['Lil Wayne'],Lil Wayne
7b1WVMX0FShcPWct8ca7ma,5,0,Lost In Japan - Recorded at Spotify Studios NYC,['Shawn Mendes'],Shawn Mendes
5mnfHO65zbvt1mQr6voVAq,0,5,Take One,['Kodak Black'],Kodak Black
6WUSrLyHX4R5NXAOKxvB9r,4,7,"The Mantra - From ""Creed II: The Album""","['Mike WiLL Made-It', 'Pharrell Williams', 'Kendrick Lamar']",Mike WiLL Made-It / Pharrell Williams / Kendrick Lamar
0OepwhbyraIWqCCV6MBFsm,0,5,In This House (feat. Gucci Mane),"['Lil Wayne', 'Gucci Mane']",Lil Wayne / Gucci Mane
310Bc3vCAZ39MjuALW6psa,2,2,Tank Top,['Starcrawler'],Starcrawler
71KflyTEP1MeH3zZhc0ycS,0,5,No Face No Case,"['GASHI', 'Giggs']",GASHI / Giggs
5Euu7npHnY3jaJiNuVoU7m,2,6,I Don't Like You,['The Regrettes'],The Regrettes
4hTctq4PxrW9qrX1tCDdTR,2,6,Poor Boy,['The Regrettes'],The Regrettes
3pWzLdFztaXirLNrFlQ4IT,2,6,Hate You (Prod. by 코드 쿤스트),"['pH-1', 'Woo']",pH-1 / Woo
7K35gNl1ANbPHJGBt3mrpb,4,7,SUPERBEEWHY (Prod. by BewhY),"['SUPERBEE', 'BewhY']",SUPERBEE / BewhY
78U5EQ7HS8i9ie2f802gzQ,0,5,Sunbbang (Prod. by GIRIBOY),"['nafla', 'Gaeko', 'GIRIBOY']",nafla / Gaeko / GIRIBOY
16IHyrqNVAEg0mHTXxi92C,0,5,Orange (Prod. by CODE KUNST),"['pH-1', 'Jay Park']",pH-1 / Jay Park
4BqiX6pWkB3tr04U3AxPhM,0,5,NoNo (Prod. by CODE KUNST),"['Loopy', 'Simon Dominic']",Loopy / Simon Dominic
7u4tNpzrsjSOVDA5eUvtL4,0,5,MOMM (Prod. by CODE KUNST),"['Kid Milli', 'JUSTHIS']",Kid Milli / JUSTHIS
2n6zL2tNBc4Unnju7JVyId,4,7,i (Prod. by GIRIBOY),"['OLNL', 'Samuel Seo']",OLNL / Samuel Seo
6pzI4pu0nWLwydYTzOCc7W,0,5,Save (Prod. by CODE KUNST),"['Loopy', 'Paloalto']",Loopy / Paloalto
2f5d3x4tvRmdcRRO8J0qnk,0,5,When the time comes,"['Chaboom', 'Sunwoojunga', 'Nucksal']",Chaboom / Sunwoojunga / Nucksal
24H85lQQGb9SrjM1RRyGJx,4,7,bite,['nafla'],nafla
5Tym9X0OrYDhWLqX2X5qEa,0,5,XXL,"['Keem Hyo-Eun', 'DEEPFLOW', 'Dok2']",Keem Hyo-Eun / DEEPFLOW / Dok2
0jMWVoq4ydhCEtc57fGhrS,4,7,Watch Me Ballin',"['Coogie', 'Sik-K']",Coogie / Sik-K
3WtfEqv0LZJxBZwl4OAMwS,2,6,Breaking Bad (Prod. by Cosmic Boy & GIRIBOY),"['OLNL', 'GIRIBOY']",OLNL / GIRIBOY
0cfeTwN1JXlLzATyjVNe9i,0,5,Airplane Mode (Prod. by GIRIBOY),"['Odee', 'Swings']",Odee / Swings
5zat3M63anEh7vaCRGIco6,2,9,119,"['nafla', 'pH-1', 'Kid Milli', 'OLNL', 'Loopy', 'SUPERBEE', 'GRAY']",nafla / pH-1 / Kid Milli / OLNL / Loopy / SUPERBEE / GRAY
00YvEZqYSsmODe0zR6Ftep,0,5,GOD GOD GOD,['EK'],EK
4jNTu5rF2Aw4PyS6J1nn4L,0,5,Change (Prod. by CODE KUNST),"['Kid Milli', 'GRAY']",Kid Milli / GRAY
7x7SVFDFIjZj4QBrC3VgiA,2,6,Uck (Prod. by CHANGMO),"['SUPERBEE', 'CHANGMO']",SUPERBEE / CHANGMO
6J1SjVyNDzkZ3sF85Ndd3B,0,5,Faneto,['Chief Keef'],Chief Keef
2JI71GHwq2LN8mtq3iCLYo,2,6,CoCo,['O.T. Genasis'],O.T. Genasis
1HpYCSwNfkYsxMkijssvfQ,0,5,Drill Time,['Slim Jesus'],Slim Jesus
7qnqRTeA8cv9EicH9OyPdm,2,6,Quintana (feat. Wale),"['Travis Scott', 'Wale']",Travis Scott / Wale
799f6Ih1Pu4AUApMyXhxUc,0,5,Bonfire,['Childish Gambino'],Childish Gambino
3DzlR0kXE6shimFVhSwI4A,0,5,Trouble on My Mind,"['Pusha T', 'Tyler, The Creator']","Pusha T / Tyler, The Creator"
6IEvn1ksSpWNEZHhkh1yzf,0,5,Living Life (feat. Rowdy Rebel),"['Bobby Shmurda', 'Rowdy Rebel']",Bobby Shmurda / Rowdy Rebel
2orxXIOUbQfGLYvOjSFqgj,4,7,All The Way Turnt Up,"['Roscoe Dash', 'Soulja Boy']",Roscoe Dash / Soulja Boy
1OBWQFd7hcTo18GWxS1bnZ,4,7,Awwsome,['Shy Glizzy'],Shy Glizzy
7j6OJzMIJL5JcFHyeSJZGV,0,5,Mase in '97,"['Carnage', 'Lil Yachty']",Carnage / Lil Yachty
1rZah1UGXvgiQCqLVlq4hS,4,7,King of Everything,['Wiz Khalifa'],Wiz Khalifa
2QKBvCMHdokPoy2b44dK2m,2,9,Don't Play (feat. The 1975 & Big Sean),"['Travis Scott', 'The 1975', 'Big Sean']",Travis Scott / The 1975 / Big Sean
6SvuMwPea2zKEN03IWCElv,4,7,Computers (feat. Bobby Shmurda),"['Rowdy Rebel', 'Bobby Shmurda']",Rowdy Rebel / Bobby Shmurda
7Ezwtgfw7khBrpvaNPtMoT,0,2,All The Way Up,"['Fat Joe', 'Remy Ma', 'French Montana', 'InfaRed']",Fat Joe / Remy Ma / French Montana / InfaRed
78JKJfKsqgeBDBF58gv1SF,4,7,Hands on the Wheel (feat. Asap Rocky),"['ScHoolboy Q', 'A$AP Rocky']",ScHoolboy Q / A$AP Rocky
03tqyYWC9Um2ZqU0ZN849H,2,6,No Hands (feat. Roscoe Dash & Wale),"['Waka Flocka Flame', 'Roscoe Dash', 'Wale']",Waka Flocka Flame / Roscoe Dash / Wale
6xhblLundMJAiG9jF7nlxs,0,5,Versace,['Migos'],Migos
6eBrlbv2HMYcldwjoMWIrC,0,5,Pipe It Up,['Migos'],Migos
3SnLc0bQjQeE3HgGdNfb8u,0,5,Hannah Montana,['Migos'],Migos
1flloiRJOCenDSSjnuHGln,4,7,Big Bag,"['Tyler, The Creator']","Tyler, The Creator"
5wujBwqG7INdStqGd4tRMX,0,5,Armed And Dangerous,['Juice WRLD'],Juice WRLD
0RiRZpuVRbi7oqRdSMwhQY,2,6,Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",Post Malone / Swae Lee
4CH66Rxcjcj3VBHwmIBj4T,4,7,BAD!,['XXXTENTACION'],XXXTENTACION
1D23GEeQ32aqLw5ZnY3Ivp,0,7,COOLEST MONKEY IN THE JUNGLE,"['Ski Mask The Slump God', 'SahBabii']",Ski Mask The Slump God / SahBabii
2CNQJvz0b6VWBx7XHwctZW,0,5,Rollin Around,['Jaden'],Jaden
3lbuOT4kwYsLtFehtQbsDA,5,9,FALLEN Part 2,['Jaden'],Jaden
5vWfdw1ONe7QHvNYow9ACa,2,6,Ten Ten,['Jaden'],Jaden
63l4CHX3zOh6ImhgqGCckr,3,4,SYRE In Abbey Road,['Jaden'],Jaden
2o5QYZAowns4Djp4KXJPZp,5,0,Yeah Yeah,['Jaden'],Jaden
5uONhK4CTwHMzCzrIeTX6N,0,7,Better Things,['Jaden'],Jaden
1YErts2dE9oJUEL4jEaMsg,0,5,Distant,['Jaden'],Jaden
3wFnBRnYgpdoBQyXl3NxoH,4,7,Plastic,['Jaden'],Jaden
2KQNjZcD1WhJg8nDm34eQa,5,8,Play This On A Mountain At Sunset,['Jaden'],Jaden
7ynAgAdnTA6gIpCHwQTjRK,2,6,A Calabasas Freestyle,['Jaden'],Jaden
0gf2y5doKjsYaZJJZif4vz,4,7,SOHO,['Jaden'],Jaden
5mexbTuWx9d8DPZk4sDGF4,4,7,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],"['Denzel Curry', ""Twelve'len"", 'GoldLink']",Denzel Curry / Twelve'len / GoldLink
4ydrAAm26b8TxnzCQdC4hM,5,8,E,['Jaden'],Jaden
3TVhQk4BP6rQTEovefTpNO,4,9,U,['Jaden'],Jaden
3soFGtJSDfUBE9nu62v2cm,4,8,L,['Jaden'],Jaden
04o6KdLdkOqC34GdxIpz7A,5,0,Renai Circulation,['Tsuyu'],Tsuyu
3JAeYOjyJodI4PRs44lx2l,0,5,Off Deez (with J. Cole),"['JID', 'J. Cole']",JID / J. Cole
4s5kD9Pdiy8iVmJ7TKRRy2,4,7,Mirrors on the Ceiling,['mike.'],mike.
2Q0JkTzFXrU2BbnQT7tzIR,2,6,A No No,['Mariah Carey'],Mariah Carey
3YhuRxTNDJPPIbTOdN2N50,4,7,Dark Things,['VIC MENSA'],VIC MENSA
4yVEpUXxYgBwfSOKGTFxv5,4,7,REEL IT IN (feat. Gucci Mane) - Remix,"['Aminé', 'Gucci Mane']",Aminé / Gucci Mane
2aPTvyE09vUCRwVvj0I8WK,2,6,Sundress,['A$AP Rocky'],A$AP Rocky
0xeX14cDYPUduj2964zeWX,0,5,Chiraq,['Meek Mill'],Meek Mill
6JGCC9qfdZbCSPhOI29ypv,4,7,Hand Of God - Outro,['Jon Bellion'],Jon Bellion
5TX0mfUkpGlU6j2xa00ERx,0,5,OG Beeper,['A$AP Rocky'],A$AP Rocky
5N521RK66Z1FP0Oz6B4OlT,0,5,Gunz N Butter (feat. Juicy J),"['A$AP Rocky', 'Juicy J']",A$AP Rocky / Juicy J
52eYVUkFTOVozbVFIaFrnV,0,5,Tony Tone,['A$AP Rocky'],A$AP Rocky
6ImrWnhjEOw5re3cGLMIHJ,0,5,Buck Shots,['A$AP Rocky'],A$AP Rocky
23dwrzeJtEEGl2U4CPWSor,0,5,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)","['Mike WiLL Made-It', 'A$AP Rocky', 'A$AP Ferg', 'Nicki Minaj']",Mike WiLL Made-It / A$AP Rocky / A$AP Ferg / Nicki Minaj
1AqemxWsT0iGg5Lvkm16Bt,0,5,Fukk Sleep (feat. FKA twigs),"['A$AP Rocky', 'FKA twigs']",A$AP Rocky / FKA twigs
4S7YHmlWwfwArgd8LfSPud,5,0,L$D,['A$AP Rocky'],A$AP Rocky
0qp8MuZNKelOGTK2HPlXBA,2,9,Kids Turned Out Fine,['A$AP Rocky'],A$AP Rocky
1jzIJcHCXneHw7ojC6LXiF,0,5,Potato Salad,"['Tyler, The Creator', 'A$AP Rocky']","Tyler, The Creator / A$AP Rocky"
45I4rYlEhr2iEzxHHB5CnB,5,0,Bambi - Recorded at Spotify Studios NYC,['Hippo Campus'],Hippo Campus
4Fxj5bX8ZlTGw42BIkFwng,5,0,Ruin My Life - Piano Version,['Zara Larsson'],Zara Larsson
0YguqEluNer3cFsLc1ySW0,4,2,Just Got Paid (feat. French Montana) - Dean-E-G Remix,"['Sigala', 'Ella Eyre', 'Meghan Trainor', 'French Montana', 'Dean-E-G']",Sigala / Ella Eyre / Meghan Trainor / French Montana / Dean-E-G
3Rtlsb4YUeAz1733sFt8eJ,5,0,Delta,['Mumford & Sons'],Mumford & Sons
0pq1sUhlKDm4pElYKRpnfw,5,0,egyptian pools,"['JUICEB☮X', 'Jinsang']",JUICEB☮X / Jinsang
6f8NHEYaul1kbL7FqviTRd,0,2,White Tee,['JAYY SHIEST'],JAYY SHIEST
2D69PngXadKH5ruFa4wGIp,2,9,Anywhere Else,['The Jungle Giants'],The Jungle Giants
0WHi11uzahqpEtPGYCW6oQ,5,0,If I Killed Someone For You,['Alec Benjamin'],Alec Benjamin
0mAbTVcMX3KLOGJTfkhfFy,5,0,Femme Fatale - RISE Recording,['King Princess'],King Princess
074PG6f7ZRVyQ9m1mkgzXa,5,0,Serotonin,['Call Me Karizma'],Call Me Karizma
73FGHY5jZ1b6Ia1o15UPqC,4,7,Shit Real (feat. Tee Grizzley),"['Jay Rock', 'Tee Grizzley']",Jay Rock / Tee Grizzley
74YaGodeQdJoR5L8l59CYF,0,5,"Can't Relate (feat. YBN Nahmir, YG)","['DaniLeigh', 'YBN Nahmir', 'YG']",DaniLeigh / YBN Nahmir / YG
2LQb3iYBzoxbxct2IexjBc,4,7,Shattered Dreams,['Earl Sweatshirt'],Earl Sweatshirt
0xUbrvxYljD4OZ02BbuPpK,0,5,Cold Summers,['Earl Sweatshirt'],Earl Sweatshirt
0LppLsxXXDBTqihx84BJGo,0,5,December 24,['Earl Sweatshirt'],Earl Sweatshirt
4HJ4L8hpX9YjTwipKTYwaW,2,2,Ontheway! (feat. Standing On The Corner),"['Earl Sweatshirt', 'Standing On The Corner']",Earl Sweatshirt / Standing On The Corner
5uLZ3YIQGC0mOk6q3lJ6Ng,0,8,The Mint (feat. Navy Blue),"['Earl Sweatshirt', 'Navy Blue']",Earl Sweatshirt / Navy Blue
4fGT0JiaqoHShrg6uSsKfB,2,9,BiPolar (feat. Quavo),"['Gucci Mane', 'Quavo']",Gucci Mane / Quavo
5bARj22nURPaa84RvmOMP0,0,5,Hot Box (feat. Method Man & Joey Bada$$),"['JID', 'Method Man', 'Joey Bada$$']",JID / Method Man / Joey Bada$$
